msno,city,bd,gender,registered_via,registration_init_time,expiration_date,user_id_encoded
hOyJGmY7tciqGf1EhDj5UT86IfSSnaTHP5JWAPxYN6s=,13,0.14,0,9,20160829,20180505,3525
Z+w2gBnMlxGUzwZ9912TxeNR6LSdsvI2IrrUWEUR8Ho=,15,0.26,0,3,20140208,20170920,2882
yjtTPIT+m/7aXDP4KdP0R82rIFIDYhQB75P8iB4iYNg=,1,0.26,0,7,20101228,20171005,4886
Hm0poYwHp9P3MltRqpXZVlEOqRuIpJy+EKN+2aDQ9Mc=,18,0.26,0,7,20140411,20170910,1492
pe1CuSnh4VdYUzLnHV27EwaGVzNv8llllfEmHsLs13I=,5,0.28,0,3,20130510,20170917,4187
8S5SH6PycNC0O4Xw6mkTFHylVD609X5TfHy0uTlYOjY=,15,0.1,0,3,20131208,20170418,784
9CCRVD/8YAd76McVZF9zQ1nvoxaKLjpeVMfVT3MlYz8=,1,0.26,0,7,20151107,20170302,847
+3TmD1r1LdFDR8jzo4xb+Ra2xio/GLHt3JE1b1sYPAU=,14,0.3,0,9,20080315,20170930,6
px8eWjJqSqveznpopEtVWYhghz+wXqA6jqfy/IJmZ0g=,14,0.06,0,3,20140301,20170921,4209
E8yVcD/GcpkDrsnt4eC0b+5kBo5t3cEM4ZUs25Bxq2c=,1,0.26,0,7,20140128,20170920,1214
vsli565jVhb5JP6wE/l1TCk1WHROCo6DeG0LvF75j/Q=,13,0.58,1,9,20090327,20171103,4676
NXJrZ0DyQW28YwWsxGC5mvMrsQJMUD10KGomicolyJQ=,1,0.26,0,7,20150824,20170924,1947
HeW1wASa6HWb4blSO1OQZQJmcHaoJacPl0DzULQ8Hoo=,1,0.26,0,7,20151114,20170909,1482
J2T33HjMck0tQBQrALqzBGdim0CKsc6bbCxzirsQUUw=,15,0.26,0,9,20051111,20171004,1600
YrSsXfmoPY4YmvT4zQW/B7N8lXCZCjeftknimxPCVYo=,13,0.26,0,9,20140908,20170909,2867
2LbejuZF550yFLDXLIBw3gd/c462BIJ+S/SOwneSXUM=,14,0.56,1,9,20111213,20170531,325
8OCR2b5qEvsKlOCfw+trNeKPVjlQ6s9OHDM0Y4S7hrE=,15,0.16,0,9,20040907,20170916,778
2M/L9bhh11oa9lNuUAP/nkbAhFzYodfhkk24ATpU+cg=,13,0.32,0,9,20120711,20171011,326
lfd/eJK9Nm4B8iHuhLW8gRXtq20UiEcGbMJdWpT3WpA=,22,0.28,0,9,20110725,20170930,3847
EQUABG449zZu6A8xFYYnyk1g+M870Gvk6D4IN9z68Ic=,1,0.26,0,7,20110628,20170930,1245
TpK74W9qZhQZTsimMLfpElD0UfbfQyflpd8r2UfgQHI=,1,0.26,0,7,20111115,20170915,2431
Yd7yFjhFndAaqPmP2ZezLk6MOb8/9s9pgy79OPksfZI=,13,0.16,0,3,20120702,20170913,2846
ygWOVvYgNgeuwS3UXFzSg7CIf7SUEOGxsJx/WSH3RZs=,5,0.22,0,3,20120719,20171030,4878
Md3VYQO0YY4A2r9YPUelekOg9/x/eiLYPWrF4nmoXuM=,22,0.62,1,9,20070629,20170927,1871
R8o24IiTZhzGvR4btrJKJvKDsrZDk89bNBPh2FJmtzM=,22,0.26,0,9,20140217,20171022,2211
2y71/ktij92gpEDW2xpEYpd958EB2SAIch5wMrZRBoc=,5,0.32,0,9,20100722,20180501,374
sCL/pMTQTxLW2hLw9qDuTt3XbEk9Cz0EbDrjZd9u4II=,5,0.22,0,9,20161224,20170625,4396
C3ps3sK4NDtVaHr3A1xEhesqBORMhK4fNaAdWGyP77w=,13,0.22,0,9,20070314,20170930,1063
NC0OBJx0v6aHXVG89S9kVYOHWoJk/NPLAG5OMrntklw=,15,0.16,0,9,20140316,20170923,1920
7pwZG8AkaJb7S2ZAmVFaqAZjEEfOSb2w+sQUFvIQuH4=,1,0.26,0,7,20160108,20170908,735
wYkLWQN3yfJSwVvrTs+YVgIuLpEaokaN1JZQgpD1+SA=,1,0.26,0,9,20150510,20170917,4722
1L+72PnMk2lJhZCKRUMJqgBmfgQS/+r/pOKvnDXlzmU=,1,0.26,0,7,20110518,20170921,246
NuXJdeqfWRkYYn57zgxF45pqXzDUyEK9/Y6Tyu1DVyM=,6,0.12,0,7,20160209,20170909,1972
cSzLcgSfJGeScaEOyLcVSqNBJ/rfGvrd5LW7h3ihj5M=,5,0.26,0,9,20160918,20170918,3154
hLW9bmvBcywLyucaDKDZlKXvHDmC0UWtdd4jHwY37OU=,22,0.06,0,3,20160213,20170715,3518
zbGYSnHxId7vT38GpI8/PCR498WLvqjiW5Izq65FDtY=,1,0.26,0,7,20160328,20170930,4966
bdvKTwyQftPKRy5DclOIGrH1jcDtF0PbGqMTGcNdTmE=,5,0.4,0,9,20110321,20171006,3083
SqmqHBf/9zuK+n9ehqATsiyjZAeATRm775DABCN9Ir0=,1,0.26,0,7,20110813,20170922,2340
vQ44HK/CK8cAPnFvvxSQEb9cKaNh5GC3JR/i1KHRM+w=,1,0.14,0,7,20130326,20171001,4648
W9iQvfGm1n99v8Ptszfm9RMaoIhCHj0308i+0MeSDy4=,15,0.04,0,9,20130813,20171225,2633
IRfrVFHH5Cb1/Ugsh2Nznm6QVAfVm1HW+ODNUBtFcJI=,1,0.26,0,7,20141204,20170909,1550
2efJ8elD5zuTnxAskMWAl/UqhMqBwruVIGBFgIFlhEU=,12,0.22,0,3,20160407,20171006,346
MfnqFh90tpVWsyp1YVFe03rZg8LjDIDZqKjcnmbKW/Y=,1,0.26,0,3,20131005,20170812,1877
G76M+sg+CycRyXNNFOU9S6FuU6DtuFpr4TEkZLNSLtc=,4,0.1,0,7,20130207,20171006,1369
DBqlb5m/b3j3U1HgGLmNt/1LEAJtdW+KboJLW+nyFIQ=,22,0.6,1,9,20110423,20171115,1148
zYmfJw685aIsoL/dL8TCkflAYVDvJK5sX8m6LAk3CbA=,1,0.26,0,4,20161101,20170911,4964
dKZO/InxiSjJxSVVdaj9OZE508OApLFTAxmMzhY2y3w=,4,0.3,0,9,20110201,20170920,3210
d7AtepMRofkxVKo+tsb0W4qfQ8Tj8IcD1mcJbSozmCQ=,1,0.26,0,4,20160109,20170630,3200
JUuDrU3gWRt3V28GdQtgnp+g+JpbkFQqKtEsTtyuQkM=,13,0.12,0,9,20090527,20171018,1633
+2XBp2p9atTpyVPWac3SEEW41i8Xrnl7Utl/h8T4iOo=,13,0.18,0,9,20110504,20171001,3
FaH6rl69OOVwbsO30jjdjVXD9wJO8pcVZS6LGy5zTJM=,1,0.26,0,7,20111221,20161231,1327
k3oH54+Q0K3tCT9QabZ2Rz6x6FDl0FZjE6tPnpz/WXw=,5,0.26,0,9,20150420,20180102,3719
lTH2ZiO9pWtl+wIHYL96ZASBpye5p+a7WsuEOeE6BmE=,13,0.18,0,3,20130706,20180111,3827
A0NPXXHN/QMWUBj5lduI3rn2S28LMTGNnIj0hOz/Dxs=,4,0.3,0,4,20151103,20171010,907
meZOHBPkGxXWs3XgAtYeN6CQpEWHFOMSc+9Du23CYWE=,1,0.26,0,9,20150802,20170917,3933
isg8e/t5mP1EX2pWw2xXzqVxcspEbFLr4Qxv3oBczbM=,15,0.5,1,9,20050622,20171028,3638
Kw7eqx87ui+mmfo1ASI/SUzX9lrEtjtWgXTBcs1UjHY=,1,0.26,0,7,20160926,20170930,1754
QQNh8lEPS5qts+ABD9+bNUXuVjx7Ffu1GLLa6+CN/+U=,22,0.02,0,3,20130228,20180416,2160
nXQg2VQOpvMAyXfxJz6OlrVBCz5LLl4LVWtS0EeJ+Ts=,1,0.26,0,3,20131129,20170917,4011
o22smq2gBw4sfzwZjgf19fHKNGnaGV9/jt1FpdhQdr4=,12,0.28,0,7,20110723,20170930,4050
IbZocZldSdeV/m6tZYuCWwGMOBcS9+9ilfJlFze90ss=,1,0.26,0,7,20141127,20170914,1567
kan71ZA4MRa1qjytjk7yBurkhk5A8lGqGDe07ON3iDo=,1,0.26,0,7,20150917,20171005,3762
ykgUTHYR0QQNo4Rnem372Bgn6I990oZO/iuOemfFnDE=,6,0.3,0,9,20111112,20180717,4888
bDsM1oXivLBeo+YMeN59/r/dx7Vog+vmWqjb6yYTJ+o=,4,0.24,0,9,20100601,20171207,3054
lkIo2vBoriVmWAmmWOHEfD/zH7WN7Kt6+PG8s6J4aB4=,9,0.22,0,9,20150422,20171107,3854
++5wYjoMgQHoRuD3GbbvmphZbBBwymzv5Q4l8sywtuU=,13,0.48,0,9,20060218,20171021,0
GyngBQzfnmr1ApaCsjG50AVMKN65vwr/igPjhqAUJgo=,4,0.32,0,7,20110610,20171022,1429
Yab6KY10UtdGYVq4LX0ozBFiDKaxqTeZSUol3RdXtCw=,5,0.2,0,9,20120102,20180707,2840
SMdj3bhFCSlVLZWXRXaUt4AYaVUiNoKclRYHCWh+jOk=,1,0.26,0,7,20161022,20170921,2315
35WqCSyEGVtcJ7Rlokj230KXHRAZoN5RMmP0D8sy9eA=,5,0.18,0,7,20151217,20170916,385
aR8d/1SHEmpUEp+7e5YL2/EgoZJSWwJjqSpWuoRcE+0=,1,0.26,0,7,20150324,20170915,2998
KD2xl3KQP3+QedHWh71K+5AfnTKSto2aIst2wPXHAlU=,15,0.18,0,3,20150818,20171005,1701
DF4CqHXqzRZF9XbxfVgkTizlpWaEX7qrqu6IVquyXJA=,13,0.44,0,3,20140907,20171126,1154
YVSbzI5DHV8/Jhsd8DqkRlhYKccQaNbyuS7NZutBepc=,1,0.26,0,7,20150812,20170911,2836
YkV+jb7NJW7kYKy+4ilrRG8mN1SdlWDHKGn5N2s4MXI=,8,0.18,0,9,20110612,20171030,2860
WmvhzP8oS6k1Rbuh4EV30yiaTkB5YfEWUyHVQ0xVaTk=,13,0.2,0,9,20110907,20180123,2675
AOQPbJjNpzcFyRaXm9iLBIS92uI8qF6A0MrpE9Wbk8I=,13,0.08,0,3,20150503,20170914,930
yfM1rDfDbkMc0DngwCBG+1rt+5Nk0HT2cnZvmUfz5Eo=,15,0.26,0,9,20101115,20170917,4875
UAKR/0wupv5tLmNVQ4K9fisgdseOFveHs5ED+mGqmPM=,13,0.24,0,3,20121116,20170908,2456
SzhSMe4BnhBgwfhy18ZinRoWBzGass7oLJ+grrMavu0=,18,0.42,0,7,20140227,20171025,2353
V19Yjt92w/7coO4VGOtyuWmVVEUqd1ZQrEbbAdoqF9Q=,6,0.3,0,9,20110704,20180514,2528
fyIEV2AGCnUcKf9BztDggoLgZP+NI6X9PqHWylpEOvM=,10,0.02,0,9,20160116,20170904,3412
tkkMvjugeb3gI0OJJtY5S5lINsJA0LD5SX5aqe4fXqg=,1,0.26,0,7,20151013,20170912,4526
6aM+9HmQGa1iTdDLR1bNYrGCMdGecRPksy4HpXu92L4=,15,0.34,0,7,20111016,20171007,648
4wc7hLzJyyCUfqMEU8/8NG+2cS4iX4SLOmiYu7+PB8s=,11,0.26,0,7,20140311,20171002,520
ar4LducJhpR0aGRCuzxLpP59G7i0Xk3Fwzvl8G9aN18=,13,0.78,1,3,20131230,20171002,3028
Qv5zRT4LD4wrKzXUXvzs+cswt2pKmCfD20McAHfa7B8=,13,0.2,0,3,20131010,20180519,2190
1yi3ABQDHAPP4tGb2cRFmt8oC/wpUA0eCl3alHeAIkA=,1,0.26,0,3,20131002,20170907,289
TfihhkixGbN+nD6iXv8tcEsIOTNz7PWY310J5i+paMU=,1,0.26,0,7,20160611,20170910,2415
U+WKklZ1qZ4nPSjEK3pL3IR3U41MGLbwUWk4Y6xU+Ag=,1,0.26,0,7,20110314,20170913,2442
9SZ5zKackYn8VbsWCTi+DFSsraaqFZL3AhN8hpXL3u8=,3,0.56,1,9,20060511,20170930,858
OHw2qQArWtGlk/gthkEt8WmDnx/1SxLgeqXisMzhHyM=,1,0.26,0,7,20151017,20170917,2004
F92WN2lMipwuYyU+aXMn073+n/xtgDGBvzt8t3HYwS8=,1,0.26,0,7,20150715,20170918,1295
EooBbquZ4vRpBV17rtnr2W+gdm6fD6fbsmBeK1IbmAs=,13,0.14,0,9,20160918,20170920,1269
jssQ8BOcKtDc44HTJ2x0ZIINkfSEBgTJfOb20vpYtwc=,4,0.26,0,9,20161113,20171110,3707
/rOCIqfil6QakFsOkPh+G1g3g2VVzdUh9C5sODyv0Fo=,13,0.26,0,3,20140606,20170907,129
59M4YMNOeU8kUTFk2vkE4jSDPg57DOrNnRNoAhmPQjg=,4,0.44,0,9,20101217,20171028,535
GqcOpV04LuA5Xx/GV3rMAgq8mS9dE93+XoRRAx3T5UU=,1,0.26,0,7,20160401,20170930,1418
acaZaEL898+RR5MFTTLfhQTvjjMxsYsZ51bs0EvvrMA=,1,0.26,0,9,20150510,20180529,3013
V2QbZGbHjbV2GwbsJoXB+xJuhJU2s6Sj9ssarBjwQY8=,8,0.26,0,9,20110629,20171014,2531
VsSxDiSmMPkgeqVBQ5rxtWZ04nnwD5WNdE8cIL9UgaQ=,4,0.2,0,9,20110611,20170926,2602
rm/K6I2OSm5KoAGKqMMF1cK9gi/mOiao1AMvJ4u7AnQ=,13,0.18,0,4,20151219,20180530,4359
cIAWv5YOFzHtganCl67btiKdXsGEHMAOUSvGQbhcbC8=,15,0.44,0,9,20150817,20170924,3144
aQWyAJocwUjrF2alA/egQlI5xJ1+QKv15nu0lCVv1Dc=,1,0.26,0,7,20150708,20170912,2997
0JLOaW5BdEelTbeS4ZJkuuDVr0NZPP+SG+zcxG/5qHo=,1,0.26,0,9,20130413,20170922,168
aD/gRXZ0HwRJu99D/cQeO73LAr8k3ukqQPDvp6dCpKM=,14,0.5,1,9,20070130,20170930,2979
v9ZGgDqK05OPdRT1uHl7xARTOwsf+oshO07BgGSyUYI=,5,0.1,0,9,20131108,20170907,4629
xBMnXbla88zGk7/FAhhfhPoLrFNURAU++7bgc4oCRJc=,22,0.54,1,9,20100715,20170907,4775
jjmGSUy9o/m5vFXp2/24MeRsKoIDvgHdfalQ5hsH9kE=,6,0.34,0,9,20110702,20180103,3695
uA7h005WTDJTwS1Tv1uzmWcWTpt/7x7Xx8JydbeMi2U=,15,0.34,0,9,20140519,20171001,4560
ue1z09RtRBKwFvQdJ7gCWV7uKBdF+qezw63VIUIM9Ow=,13,0.1,0,7,20140312,20171003,4596
vLzDwdIbRBRPSBZFUIbgzYoLG/JfTFxKDhmw5bqnaBM=,7,0.34,0,9,20110219,20170711,4645
bPQGH8qM7YKy69nKnXGW8TTG7fCM7P7wImAoiPg9+rQ=,1,0.26,0,9,20150308,20170911,3066
XYbSy5upSWDkxwm4oheQ5Z+ObHcx3gdJf7zn1XkvpYQ=,17,0.62,1,9,20111019,20170930,2759
o6bv/ZCZUWxC68W1llZbQGjTwPRFDQ1Ca0EzAgUhxIY=,13,0.26,0,3,20160902,20171004,4053
5wvbHjIY9vAARXRg82rOSUqfZlHLqJN88I8W8bwsiSc=,1,0.26,0,7,20121222,20170921,592
CDo8PYE9oRe9E69lJVfrx+yuUm9OH+deeLZtIHS+ApM=,1,0.26,0,7,20160604,20171004,1074
d2NlxvMq+EO+xHOWa6mO1SP656/w3C4ONWLv5meA7b4=,10,0.26,0,9,20090217,20171006,3194
XO4VdQLxGqRl/n0HJY6hpzKEqnaNwO6KzWGhdr4fAgM=,11,0.52,1,9,20060309,20170930,2744
bIAx0XsFcmkAEFtfvVu1lxywiAigZEsmjhFPmzWZ78U=,4,0.26,0,4,20151031,20180127,3060
BqfUmRaOVmtGwGLIGMLetG3ZRwlxawgEa7U7Z0myUWc=,1,0.26,0,7,20161207,20171006,1042
Gy6CyGyoJiWMeSDbx03fm1vZz9JDa0wi0MGWERByj3E=,13,0.14,0,9,20141022,20170917,1427
YRfzm1W/1oNhpZIi1hZtAfdgklclnHEvyqKxHD54GH0=,11,0.44,0,9,20110613,20171004,2830
mlV9FBF2L8KYafDRzazBFTESKMZcgNUO9J7wxWXg5Wc=,4,0.4,0,9,20101129,20171030,3942
r8aBM0ip9xhZx1BAjIHSTfFIxPBbOgGh43TRHXPkbC8=,4,0.26,0,9,20160816,20170915,4299
CG4hKbZvG2Ze/cDju0aA4s9X0kDIeBbbM9TvG2yWGxY=,1,0.26,0,7,20121215,20171006,1080
rK6yKfUdERVjHQiJfZZHN6jkWSJcO1OAQ/5J2QWA/hA=,1,0.26,0,7,20130219,20170918,4323
/zgv3nZoj0hrNlLdwuaw33DfjmbKXUdGbGwU4oY7foc=,1,0.26,0,4,20160103,20171028,142
9JE7GiVoOAFte41wGfuU0dt4mBMOlztpdM8hSz1H8xk=,4,0.1,0,9,20120613,20170925,852
ZFfvrEC4zDxzUDbOlJpy9DLIsJILtkMRQBFv315Vb6M=,13,0.3,0,7,20160119,20170919,2907
8trpj+hbrRa4KFU1D6oZyYhc5QVKwUGoNfCgrSGBdAg=,1,0.26,0,7,20110406,20170330,821
Mx2yc8Q9XrY3KzsUMMyyqcf9IsbLjLti7IhkIWzyz9M=,14,0.2,0,9,20080310,20170930,1895
3lNdPo5y89ggBR2rumY+h8otBlnppDSnVe/mo4U+Rn8=,15,0.2,0,9,20060606,20170201,442
JnD/D/zrQdg2NrN0/Y4zoWybeGnq4bNGqMrv1s21lOQ=,1,0.26,0,7,20110629,20170910,1662
lPJxYddCsyfyph9qB1Ni/MSPrIWG+P4ADUPrCaJTs0M=,22,0.22,0,3,20150415,20171001,3821
FE+vOBWbYW+sl9YMZR0jYIzZVonsr+G7NA+rDApwnvw=,1,0.26,0,7,20130820,20170930,1300
rBVty49GYlubFZRepumQ6c01w9jqXDLodIv/mmqt03Y=,1,0.26,0,9,20150707,20170918,4305
JxQEO7Bnteu7apghPIVtY1TRbY8TLXFW6cdNLg0cRgA=,1,0.26,0,7,20150720,20170930,1676
HDcLTCGI5Z3ZMZuZ24SIRhoIWCFhCGN98B4DNcxfKkE=,13,0.2,0,9,20111029,20180927,1454
c1jkesN7viQZmVxXt8mBv7bMGiasmKupwVWK4B9JPSY=,13,0.06,0,3,20150331,20171001,3123
rYeW94G1QBk5V4AiAznjIbhW9kM/FxjuaUXOPFYQmt0=,6,0.46,0,9,20060119,20170930,4338
Xkw/mfixbBZ+CMLbWuf/FGwzzO//hEM6ik1KWiYZv58=,12,0.26,0,9,20160919,20171001,2777
z+Hwg8HsbuFiry5i3cyYLDo+H+h6FINM7U5TZ6YQV1M=,15,0.28,0,9,20060221,20171014,4912
1lC9EbAipDc8hoQ9Y+SdibO9ag0+y5WvnM04FluEMRQ=,4,0.04,0,4,20160916,20170719,275
wlcMLzMySTAnwkOipixzyDS/F/Su4k+2xvSczkqBi20=,15,0.26,0,9,20090125,20170329,4734
vDi/nHqBu7wb+DtI2Ix4TupWQatUEFR41mDC0c8Voh8=,13,0.26,0,9,20110322,20180403,4638
9//vyA8a6noe+FZNkyFOMsTBPb5K9TzfDZmxzyIlFpM=,5,0.76,1,9,20051116,20170930,833
myqxD4zJlCbj4ER5ehYgk03+HkU544hCYnJQXYO6gro=,1,0.26,0,7,20131027,20170509,3955
9vjk8Dd24UWBSUYMG0jti8CIMIiCrsW4JVEJqJgU81s=,1,0.26,0,7,20110915,20170918,894
KGXNZ/H3VxvET/+rGxlrAe7Gpz2eKMXyuSg3xh8Ij1M=,5,0.26,0,3,20161211,20170713,1707
/hgTyRps7fdgTqeLvKmTK5phtdF27726ByqFyaeFwco=,13,0.18,0,9,20160919,20170222,118
q+ubgloiphICQiDC8EIHEx3AjYcZeA+SsuJwGmL+q2s=,5,0.36,0,9,20151225,20180328,4217
23kzs1PHb4Hb97oA0diK2Wgif/yKh6I9HZtuwBFEdzA=,15,0.12,0,9,20080426,20170325,301
VsrgjJw4b6s/mZn0Kyd46O6lbW+6zIyNtMCI5tJlewM=,4,0.18,0,9,20111031,20170930,2603
IhGQH9Uq5F21YQ1/9MALXVbrq/EL0YhIyFIK0z0uAFM=,13,0.14,0,3,20120626,20180429,1577
Pd6ojPIwyQr9kVrW0//vMGDYVs+BIyUaLBY1SkcM6dM=,14,0.24,0,7,20110409,20171005,2110
5hq+3n6d73ph4g3pM96r0qZtY11lvAjtJd6jNgzkbpg=,18,0.38,0,9,20060906,20170930,573
VA3euxgGwA/EDnAzrKLe/P+O0rYjElJ/z3qXmyaNrDU=,13,0.24,0,9,20070722,20170930,2548
AY67QPxsYzdA49wX3l5HpsC7ECcqVrRnwYrx6yVy0VU=,15,0.28,0,9,20140513,20170920,944
M1CLFS/swFduSj0dThagD+xapZGIahX0ZlsnVRDsUl0=,13,0.42,0,9,20110723,20180616,1830
3jNNXlg5Hej57lHE6Ht9dRgiISWwK74tpYRMjaSnmig=,4,0.22,0,9,20161106,20171012,439
JSVOVBvYL5vJv4BJ0cv4kmy6Qdujw549p9G5S6AQxfY=,22,0.62,1,9,20120716,20170930,1631
fVE83bWeXoZjenrtt1TkTLUjbNpBiDwcg6+IsqOMMA8=,4,0.34,0,9,20150701,20180119,3373
rgxU2C9oDWg8OJoaQdkN/hT0Hbz6Qf3tWYdeQpvJ670=,1,0.26,0,4,20160808,20170909,4348
DqwB7smOAIbNnnQbWOpfsmy9znTwfDEQCW1I6ujFG48=,10,0.76,1,9,20091123,20170910,1197
3AxktRpI7QpopCeFVEZSKODAWIGvMhS1PnrGQT01NKg=,1,0.26,0,7,20110701,20171001,394
4b9sTulhE5iILaViXg4dVq0ikKQ74u/jd6zq6gMSAUA=,13,0.36,0,7,20100406,20170304,504
boUemJ++trSYFUqHcbfjBGKQYHGin1R1cbUu78xtG/A=,17,0.06,0,4,20160613,20170521,3101
38LUs5mVWNKfyjL7ilf9JCnWZLjnno2obLXr69JJKcw=,21,0.2,0,3,20140607,20170708,390
2PNuF31wvbsmWHq7aT/fZOU8MBOC4Dp3QPOHje1OYTo=,15,0.38,0,9,20101114,20171123,331
Pga2tgb4wPMYjSNWKWuDVtZL359oDxjbbgexEziSOZM=,6,0.1,0,9,20120602,20170710,2114
CfUQbrWiUt23U0f/s4JUZqsl06c/2aYw1uYmrA7SkF4=,4,0.3,0,7,20110610,20171008,1116
YHWuzCAur0d5X82+z54TBxou5OnpjydSg/vOgk0QY60=,7,0.2,0,9,20110826,20170927,2817
/dqp/ZRzGuC7RLhTUNk+YYyTGMllp/RwX4jh9dzJ81o=,5,0.18,0,4,20160809,20170915,114
AetVVqpqJLJ5cAbiIfhUjX/ygS3HJiiDw3s4zztPsN4=,5,0.62,1,9,20080419,20170930,949
M0bhKDfJYIdOg34y/G9qhlxIoLaa8KRuzIA6x4NY7sI=,1,0.26,0,7,20160614,20170726,1829
2oMc1XmEcIscvD2HgXrMcRQsaLcjhYKmPHx+TVEQK64=,1,0.26,0,7,20161206,20171005,356
X1XyOLztcV4CRk8yObg3st/4lRKWdmVGJHwCjRZSCzs=,1,0.26,0,9,20160405,20171210,2706
J7Y58FSoKiAOHVWztqqG4U7AinzcRFQNXADL0SEhNMo=,1,0.26,0,7,20150113,20170930,1606
9L5zru4tczw++bF2LI0Kzg8mgwgM6x9NKNcOp/Sr5Zg=,13,0.24,0,9,20101206,20170929,854
GtvUKo+93vEg0cW070npoC++0QGbGyHFpAmA8WLSu48=,1,0.26,0,7,20141128,20170924,1422
C854qgTb3Zeb5mnGXwZ+vOKhkq+V2z2AlQIXNwApZHg=,13,0.24,0,9,20090118,20170911,1067
xAiMzD6jVHnd1TjjKcsAmvNoexhBCDXw22SDZHzAltE=,13,0.22,0,9,20121013,20180218,4774
/HHdYSYXfoNOH5XkfnapPrRllaEzVVzuu/c2X6fJj/U=,1,0.26,0,7,20130113,20170919,87
aBVEpnvmrRIaB8vgUPSFLEQnap1+izOkcUZRkD2S6vY=,4,0.1,0,3,20160306,20171106,2978
1pn+U+y6ty1s/Wj8HsdwXzSqeh7Trankp0eDcipQDIE=,1,0.26,0,7,20110329,20170909,281
yEv3iYs0dMIOE98xmWT0RAanoo9SgjFR2aitgvubMiY=,13,0.26,0,7,20150327,20171105,4848
8ChsEdjOqgiJiwbUV2I6OcM5W0L7vf2P1jNfsBslFv4=,4,0.14,0,3,20131001,20171006,764
hSxCCtnsMN9DSMwNZqlal5SMuSJi1JBezrPr/2mNG/g=,15,0.3,0,9,20110210,20171220,3529
cuFzLyBI4iMeE1HrZMyLz8aHD6aowK3XRSUG9s7G3+8=,1,0.26,0,7,20160605,20171004,3181
0hzz+CMKAE7/2uxt8L8yNYrmIhyGyoMvXbzCDnEhZEo=,22,0.28,0,3,20150814,20171021,204
W/RS3k9UVtey13Ab7attLTv/n3oW6+cpAQBwSO1/Ing=,13,0.14,0,3,20140905,20170911,2613
nZVsURIoPkVnygsCQziXVZG9EyVKdEwAZdPIX+GCteM=,13,0.06,0,3,20141027,20170810,4014
/VuyST5TOEQHWbeLz+RQkV9f2ks2a/n3sZcXGggMaNY=,4,0.22,0,7,20120908,20171003,104
6+MJvBTYGCnS30Y4kWyMX4sxRzC+hEG8a1k3VB2Hfgk=,4,0.24,0,9,20150811,20171004,599
tbgfmidFg9YRLec3rXVCBEdu9OYL5kcOW6Jw7LRv7V0=,13,0.12,0,9,20111107,20170507,4513
8ObZ/AgRUoSDPNFXyJI+0ZFiiIbIkF071v3pblsq15Y=,1,0.08,0,3,20140914,20170609,780
1TOsgU1RMo0/ubDzehPYtmgQwFLBvJp3x88+1ggvBnw=,13,0.04,0,7,20120105,20170920,258
q7TxmAvZ9CpCart+JqUuxOdpyH22xSNxPW8xrzz1waU=,5,0.28,0,9,20110727,20170928,4229
0TeEcT3RswC6svThVZ7UqEkPbQOSEPe/YcnvBJTc2Zs=,13,0.22,0,9,20070623,20171026,184
xYiJD+Qbi9z2MmI5vb11M3ryrUnDTvXBuceRSMGU44U=,1,0.26,0,7,20160909,20170908,4805
1kIDPyEkldcc9AX0q7ALC14mST4ltSKbixwL/omM0nM=,5,0.22,0,7,20151009,20170909,273
8Ve+/tnEh8udykw9NcYIPBGj/1xosPxWkeoHhMDNw6w=,3,0.32,0,7,20110315,20170915,787
foRuRVVVDhorv2+sXlXA/cyz3MHI5XguU0UVfyJI1yE=,5,0.08,0,9,20110723,20170923,3399
pCcH+Trvo/JM0PVyapQVhZsTxk3umVSfgvJ5fN3Y8Gw=,4,0.18,0,3,20120902,20170909,4139
BQEqF5cLV5Hr1pTirbgzBxAU5A/bStfWLUfabGi7pGY=,1,0.26,0,7,20101220,20170913,1015
j+HFaYPKEl2tcijNDMJWW6CnOPBDnHkHXwMnMH1OWCQ=,1,0.26,0,7,20130907,20170930,3645
/incfoPy9M10s0FcVJ/h1j/xFAMF3f7+kNScn6GblWs=,6,0.6,1,9,20111001,20170926,119
a4KNB8htT9va1DRfXxA2m4m2IuMQwF6l1ekHOv+A/94=,13,0.08,0,9,20150210,20170701,2961
yCCT+QckrmYll48S7BBzCLGn8HekGPwXsTaRYpV5qCk=,18,0.28,0,9,20110713,20180321,4844
t6k6uo8blGO0DheEKxEVdwk8lp0FCqD6Hoi8vKbVpuU=,1,0.26,0,7,20150112,20171006,4474
qvXUZ6T8dYiUHoT7Q9hsr2KuaPsr4gNeqtpM30Wk7mE=,1,0.26,0,7,20120612,20170930,4277
b4ApVHTu/f/mwM1ZGV+LpaOj5GcvMvyDKA1eU1LjUa0=,22,0.08,0,4,20160424,20170610,3042
QQt0K0RpQ+AKm9MR8Pc9N6mNTIMlsYmEweCIxhf+cj4=,5,0.26,0,3,20140625,20170503,2161
7zNktjDIUmK5TREouzXVLf4iWWxqkQansu3eG1oSwFk=,13,0.16,0,3,20160305,20170909,744
6ktSBLsO88VxzWdWTv6R5jcLW8UXZJPlawXtjHcjlqI=,1,0.26,0,7,20131029,20171003,665
ZzsGWn2AVzcKnvprVq13WmVr0oZCxUbLZkOcfBOZ/cU=,1,0.26,0,7,20111009,20170918,2951
Y4FvDsosFNoz4ZHIAbuwgUBSFK8qY2oE5p7V8wymc/Q=,5,0.66,1,9,20061216,20170916,2804
