song_id,artist_name,composer,song_length,language,genre_ids,song_id_encoded
RvlPxP28xTyPv8VFBX7+OJzq3awGo30Lv4WSv3ttnO8=,TABLO,Unknown,252995,31.0,921,9255
j3Iw0ida6t3i7Oa+O0uSdaa5wjSrOrIfOzT4N8JUvuY=,Aimer,Kenji Tamai;Masahiro Tobinai;Aimerrhythm,318589,17.0,864|857|850|843,14488
Upr/xSpnTN8BvFMh66m3vJjVyzgTL+/b/x9DoROq9m0=,Various Artists,張洪量,285570,3.0,921|458,10142
CM0QypROj9i7iAqfWpDLxXHojbY/e3nw6WUZefGVS2c=,LOLLIPOP @F 棒棒堂,Unknown,247118,3.0,465,4407
K5OaWSP8oeONsoI+EhoL1BRTsyUV1xLdMuquXdycD2o=,Snoop Dogg,Pharrell Williams| Calvin Broadus| Chad Hugo,266007,52.0,1259,6816
azxG8eQYJWX9HdyEVJhuV9WuoJ+OiplyalUPqJrhke8=,王源 (Roy Wang),Unknown,269191,3.0,465,12019
jP+9f4sMZjQcRe7AnKoDJ41iehz1NIQBifpHW5HOdLs=,梁靜茹 (Fish Leong),易桀齊,243252,3.0,465,14587
GXh3RBz3LgnG7H/QU5q5G4NaX0nUbxYKuUHmu0OgJ6s=,王心凌 (Cyndi Wang),Jae,246642,3.0,465,5676
Ynp4fD9cCBBjeEjx3rKEJ/jzlqrCny6Tk7RPI/8YSrQ=,藍又時 (Shadya Lan),藍又時,255187,3.0,465,11355
X1mD8gluZ4sFb9XBt2EMAVi7TyHaivDv0qD+rhZxxYo=,Justin Hurwitz,Justin Hurwitz| Benj Pasek| Justin Paul,257555,52.0,921,10801
+lS53287sFNLLvH8iCefpYTwtQ+vGKbGJRzqlZzrZfY=,偷心大聖PS男 電視原聲帶,Unknown,280868,3.0,921|465,245
oKp+jR7krn7Zh1ODZtb182Lrmo+P+++O+5qQX9q4OHI=,Michael Jackson,Unknown,294196,52.0,465,16112
crYF0LZTg2LYLzqMa6auKCWb+V6AKNE+tn5pC+aZgiE=,林凡 (Freya Lim),Unknown,306155,3.0,465,12570
DbtM30hDdRN2eMtdY05yo5LpmqMnk22UavSTIZjJTIs=,BY2,NiklasPettersson/ TheresiaSvensson,229877,3.0,465,4780
Js5ztuKrDMruJc4TQ8yODjwNsCEvMBkvqC1JjzExMLY=,郁可唯 (Yisa Yu),金大洲,239490,3.0,458,6734
XyYfG6whoq+G0dCfcpZZnZEkjSv489iaWt6GLgxvHQg=,好樂團 (Good Band),張子慶,248448,3.0,458,11096
kiY/abAnQX6GrkJjOGxeroQqBcu23f9DOmrRMB30quk=,張碧晨,倉雁彬,293720,3.0,458,14994
NVHtuaDJ1oIAAvpEuUzjNfhGB0suPk3AGW/Rrr7kAu0=,Various Artists,Unknown,279405,3.0,921,7853
S71fGSN5lJdtaNFiCQkNpYdX20uh6NvU+UFJGIhebKc=,徐懷鈺 (Yuki Hsu),Choi Jun Yonny+Lee Keon Woo,246386,3.0,465,9318
7xK+pVCRV/UIGC28mHMMfhv7bpnDOPDhg+FxoMZnCJc=,謝沛恩 (Aggie),五月天瑪莎,227892,3.0,465,3026
5zfgkSwqwOTzuCJj4/dyFzf23pej9/8Q5Dd+i6yVHEU=,Mr Twin Sister,Udbhav Gupta| Andrea Hernandez| Eric Cardona| Gabel D'Amico| Bryan Ujueta,261328,52.0,359,2405
etz1sTpMoGmCWzz5Fylg2ScnHmrMW23GfgB7bz5Sq1E=,Ryo Yoshimata,Ryo Yoshimata,176007,31.0,444,13220
7euXKodRkRLyGUcdT8lO5/65ktymJmgFhM1boHgyL5A=,Various Artists,吳姝霆,235200,3.0,921|458,2929
GhGEDZbm+aa1KxkxPG3zqlPBi9KYpOQGL43HXX4Ehfk=,林凡 (Freya Lim),曲世聰,204068,3.0,465,5728
HpRYd1vog64gFrF+172GkohirWGOUpdaIvVNHPvspGU=,劉思涵 (Koala Liu),方炯嘉,270524,3.0,465,6073
GUoXkbtatiJ5qxTAxumDOeqwSqc9ApTPnu42l1Cd7L8=,SHINee,Unknown,221518,31.0,465,5657
ek6SkBN7WzQZSP48aBPKLPn666rTZU3epnRObcZXi2Y=,BIRDY,Unknown,252186,52.0,359,13175
lPZ1LQi8uvDpJDpvm95X7qtk8tVBWKmFcCu1rBCGi6c=,劉德華 (Andy Lau),Gao Feng,241068,3.0,465,15207
swhy+q3jR4eRcmX7yBKOje4qc7CvSW2XIE9cVo3+YjY=,Rihanna,Jesse Shatkin| Sia Furler| Robyn Fenty,211394,52.0,465,17483
jB0cPuBYP/ycfh+sYyo/8UI3sJQ7C6Uy9XaNiZ9lyYY=,王心如 (Cynthia Wang),康小白,281913,3.0,465,14526
IS4P24J87Glh9qP2WHB/GyjyYERmZ8MBpWxachI4wUk=,鄭宜農 (Enno Cheng),Unknown,169064,3.0,2022,6277
Q82HpQKGbghvT3Mz10/fKNedEPg2+pLFGoJcMa3Vyh0=,阮丹青,Jamie Hsueh,229320,3.0,465,8689
Rx804pKK4o9NuzjFURep8RJO0toLJFvs9WqM1xd6Cns=,大嘴巴 (DA Mouth),Showan,253004,3.0,465,9263
CrffbKfiEHV4iKaiVoQPp0/wSXWJGThB2IQEPX6j8F0=,Various Artists,Unknown,280450,3.0,465,4545
OZpM3358Ekn6hZNQYzt0LN9YGkYmVfxb1oI/l/rfDSQ=,aMEI (張惠妹),陳志遠,329142,3.0,465,8188
+4oReUfunVthqD8yqeZRJ6EvTbMwICognIyR+FZqA/8=,Various Artists,Louis Charles Diller| Elizabeth Lynn Nistico,168762,52.0,359,31
LVqCrxC3GwzGzvjKvLcpxmTi3mn0zqiiMKazpUvTBSw=,金志文,冷碗碗,192261,3.0,465,7242
G+6INCXzchsO6sgLbkwPWmiZexXSHdGYC39MucFg8gI=,劉德華 (Andy Lau),Unknown,226580,3.0,465,5513
GfbL6W9yNBIxkV48djUFBx4M3LGuTrM5yF+dkdA7JpM=,符致逸 (Adrian Fu),Adrian Fu,292884,3.0,465,5714
0qZ/UnYssjap0XHwKbhXoCKEUvh60QFWsxamJaTY/Eg=,動力火車 (Power Station),王美蓮 / 徐光義,266344,3.0,458,885
BFH29k2CyvC8L4ocEVPzy5RhXmnz7pbs/b05MlvdCEQ=,黃雅莉 (Yali Huang),Josephine Ang 洪菁瑩,254223,3.0,465,4063
vkQaMhenSn25AtgSQ3PrpgbqXaTOOyMGod2k1w0ByHw=,張韶涵 (Angela Chang),生命樹_小王子,275853,3.0,Unknown,18317
ano/h8ODHQ0palH2+bzsS4LZkmAJN2r8O6SFMSlwAZM=,江蕙 (Jody Jiang),Zheng Hua Juan,254955,10.0,465,11976
ky/9nK55993NsrYtHoVH8HXu24omCpIal041WqmZhdE=,王力宏 (Leehom Wang),王力宏,252099,3.0,465,15072
sdpVj/s+iCHrZ+6V55hLqNrougdoBzC8a0KQOsqnLsk=,派偉俊 (Patrick Brasca),派偉俊,194560,3.0,458,17390
oIJKhdL61NqmJ8oR73kKoAeVP9Fr7RF7GxGgo3y9CuQ=,五月天 (Mayday),Unknown,295392,3.0,465,16101
6y/HCzPUFY42d47O9FrR9B1t+QLvYDFfkyfDS/FkkDU=,Michael Jackson,"L.A. Reid|Kenneth ""Babyface"" Edmonds|Daryl Simmons|Kevin Roberson",256087,52.0,465,2709
fzt+/OmV0hetkDlROQK5cY6zEjAli1moTBeHiZOIg6Q=,程璧 (Cheng Bi),程璧,259134,3.0,829|458,13569
F+cYuY5Qm0Z+K7Io9P9X+jssCUOQDeIZDN/od5m4b2k=,Pitbull,無,237436,52.0,465,5223
gkA3dR9i11ORFTdLP/WagSrV8F4cF/iSu8Y0/j+gTkw=,INFINITE,Jae Ho Han Jae Ho| Seung Soo Kim Seung Su| Soo Yoon Song| Woo Dong| Hoya| Ju Han (Lee Chang Hyun) Lee,197369,31.0,444,13796
J8r21LDpUdX3JRNkttaKzCcmb6sDj5Vpep/2EggCG/k=,Christina Aguilera,Jake Hagood| Florian Reutter,186853,52.0,465,6506
kqtdTfFszGt8vV8hZhq0nFpzpPZxc/1pVYgpI5dSJ+0=,施文彬 (Michael Shih),Unknown,276793,10.0,465,15042
uxJ3SXFeTz3T1zAHXf2J8d4FdFuK0UQRsbrnRWhqVHQ=,Ilid Kaolo,以莉高露,319831,3.0,Unknown,18080
T5lSXyMH9yDPkvARIULPM9mEeBpj1ZgNbgd9kN4mEpc=,周渝民 (Vic Chou),Unknown,248081,3.0,465,9644
ls2DaFwqfKpflreqd5rUgWlHA+A22a5DT+NRRmUDD8I=,熱狗 (MC HotDog),姚中仁/張震嶽,249730,3.0,1259,15334
agOGE2Yjr/VANWIQkRk9MvajMB5CFZgjPVbnwGnnPvc=,周杰倫 (Jay Chou),周杰倫,99160,3.0,458,11927
/Yk6CY0vuf6dHttRw/4NM1dq51wTk0chyyAvjr5GO5U=,The Jesus And Mary Chain,Unknown,204800,52.0,359,483
2YE/ycb8b2ConHF3CNezymNbuCxIK00ZTSFTv43p2aE=,Lionel Richie,Lionel Richie,241859,52.0,465|139|109,1384
jj2dO/FnwcedwrcRA04jl8qkz+g5S0a5eDS82wI2g0U=,黃玠,Unknown,305319,3.0,829,14686
RWOND2lsE4tEhOiadc5I8VTn+4znQuVKZGu8fsOKmZ8=,BIGBANG,Unknown,242729,31.0,465,9121
hvpDEiTw3Q2bNht5m73nX5TEQ8ho6VVHVgwvi2V9/UY=,羅志祥 (Show Lo),Daniel Bedingfield,223608,3.0,465,14127
j33hISEEoLkeQ5/d7+uTDVy709gIuB8wOGZGOtW2I+g=,AKB48,Shiraishi Satori,227108,17.0,465,14486
Nar39RxLsESwT0HoJIgq4mMwmv6s2dyfjHkAg7JoYJ4=,王識賢,鴉片丹,261328,3.0,465,7881
n4N9mk2kmWsqaXnIb7jYFoT3wFoBJQyC2Mu1bZB3Ik0=,SISTAR,Unknown,190380,31.0,465,15707
ZpjbASbvEcSQXH2CCDGIS/fsFUM6saWSAsHToYbNfYk=,林宥嘉 (Yoga Lin),Roger Joseph Manning|Jr.,141504,3.0,458,11659
LJsORxHfXr8nwqNOHopRnDnlTc3tmZuELJpOZpggTLU=,葉秉桓,黑男,231026,3.0,465,7187
61A8zm+vEM5vTFGaluvcQ40Rf/UED09eK8H9vUUhwi8=,吳汶芳 (Fang Wu),吳汶芳,202710,3.0,465,2430
M4iMNGFZ+MX75qflWgIBtNDcRHmZjFVidRZCLnGxkq4=,Alicia Keys,Unknown,248871,52.0,465,7418
FqK5NRmEf4DDydNspuenEBaIPIdKL/zAm2zQ7/9KvbQ=,杜德偉 (Alex To),Unknown,296542,3.0,465,5456
/ryVB+H1+OC7kdYf9rzaOU054CgcdovhkkUT83BYW50=,Owen Ovadoz,Unknown,241684,31.0,444|1259,578
0Kdiswr0Noiy6JDPoZbPbp90lMk4C/WTnvZvNb8Rvic=,Various Artists,Lee Jae Jin Kwon Sung Min,209084,31.0,921,722
xC3H30HxrKJZVZ2cwt/HwH/hJfWpBBtY4HjTKbU2J3A=,陳星翰 (Starr Chen),Starr Chen,226752,3.0,1609|458,18758
UId2E7vGbwQsndxqF6/2lkHGKGMqyJtGBxm24zxff6Q=,農曆新年慶團圓,黃仁清,157477,3.0,691,9998
KMSDfDwulmlxoxxfNONo+HiReYsMNI13NsbAZzw8HDQ=,Shorty,Unknown,138344,52.0,1259,6890
wCFvL23f6GmrV4aT8F5c9wd4VtR9vOzMIcMV4U+0ODg=,The Royal Concept,MAGNUS NILSSON| Filip Bekic| David Larsson| Povel Olsson| Calle Ask,193840,52.0,359,18449
sJMIs7wRv5LGR/7tlVvJMWNq9L1UGhxQamgOJ7am0ns=,Best Day of My Life,Barnett| Zac; Rublin| Dave,196719,52.0,829,17289
ZrVdaRRABZBduQDyMDl7aRP9PSU3FMKJvCsKLV+l5EQ=,Various Artists,Unknown,259317,31.0,444,11667
fREXGQcvW0ZdWSQ+cNT69hR+7lRDzrzE5kDecmSZfEQ=,Zee Avi,Unknown,264800,52.0,359,13417
fWMenqHoBWtew6FioR7fY5Zz8KkjcRZiIYNfYQotnU8=,L'Arc～en～Ciel,Unknown,251239,17.0,2022,13448
DjfB3rveo56P76E9RdZGzcyle5dJvdWZ9TCVSSklaPo=,李承泰,陳冠甫,207412,10.0,465,4828
jNjgPwzqwvZsosVPfDCSxfLYM+MOVYjvV/p+iY7NzX8=,Macklemore & Ryan Lewis,Unknown,305319,52.0,1259,14583
D7BO0pp9stWn3rM120UNa1wo0G4FtTITE5N72SCnCpg=,五月天 (Mayday),Unknown,192679,3.0,465,4634
AsRN7Ss2Ek3W2KnF8zdDFupHHL2+zC69i4MxEe1seao=,Michael Jackson & Jackson 5,Hal Davis| Bob West| Berry Gordy Jr.| Willie Hutch,239537,52.0,465|139|109,3938
14UgNkow918DgctcC7MPyBP/ZBeMjBS9zJahaDZsIlw=,GOT7,Unknown,228728,31.0,444,967
nVPULTitOoO6LbDkQvolDu9ISSjzE2Z2mXvxaAqOW/A=,Justin Bieber,Justin Bieber| Christopher Stewart| Aaron Pearce| Tim Miner,192075,20.0,691,15843
tj0NDTFUzMdw/Dv/Dalfo+hztjaz568Jjzv+kNfi30I=,RY X,Ry Cuming,252238,52.0,359,17719
h90KlUZE/mlkkPjhbhz3hXY1zvOhqJXuiKBoFWnTDAo=,王詩安 (Diana Wang),Skot Suyama 陶山,237792,52.0,465,13927
JiHWUXkERiCPai7GKXVal+Cns8SWC8Ft0+5NKSQdbfU=,Austin Mahone,Unknown,234370,52.0,465,6698
w94g7eRjtS/J3f7+P44m5nqK/++vJc7L0w12zQB3rc0=,戴佩妮 (Penny Tai),戴佩妮,291631,3.0,465,18437
Y2CFnBr/mdTuaxOu3vKcbuUBE0UmhAIx+Pkgazp+j4c=,田馥甄 (Hebe),張簡君偉,283376,3.0,465,11124
yd7xs9iuxOTxp2FE35nKU7Ip29KeAoBZhmVO8KD+5us=,張學友 (Jacky Cheung),Leung Chun Yip,288949,3.0,465,19185
TbrfWJpl81E4alsi2+b84oeUu+b5S/8n9yFlZDriNYs=,楊丞琳 (Rainie Yang),Rong Hao Li,310311,3.0,458,9799
RLpgMQTJp+tVSJrTH+0CiQXFqDYiTA/6XFcudU8r/gg=,Shawn Mendes,Teddy Geiger| Danny Parker| Daniel Kyriakides,206843,52.0,465,9076
4KtA6Hmo7OM+kLvLimPC+CWrOj5E4wOgJA4ECeeiCrI=,G-DRAGON,G-DRAGON|  함승천(HAM| SEUNG CHUN)|  강욱진(KANG| WUK JIN),208353,31.0,465,1920
wYxFneBb99d4D525QKRUHCgQjlOn9ZzOi4AG+cO9coo=,謝和弦 (R-chord),謝明亮 謝和弦,214622,3.0,2022,18550
aYFpTMDWUXqYW4ITRtfCIjUmnhtK54qhCSVTb+s6yag=,謝宜君,石國人,267264,10.0,465,11884
LkY5yVtavai/WhQo3wjdpkO6HPQhNnCCRrrNE0/4//A=,徐佳瑩 (Lala Hsu),徐佳瑩,280555,3.0,465,7312
0eBnzCiQYi7NVJdPoa4CnpZIAKdsHm2TODGnWQB/UAI=,電視劇《何以笙簫默》,譚旋,266135,3.0,921,819
zGpsbWI7YfzzA8Jl2X9U0aoN34AE/4FkRgqvIM5f7+U=,Various Artists,陳小霞,277002,3.0,921,19368
UNbGsR/2BGzGe/jD12SlN1oKx9yTI+AsDnTpuAswj0U=,BY2,Dr. Moon,234997,3.0,465,10020
DlAQf3mD3j4xyAD7bXsWbGhw/pBJ/c0t0aGYXzwAUUI=,David Guetta,David Guetta| Frédéric Riesterer| Giorgio H. Tuinfort| Raymond IV Usher| Rico Love| Taio Cruz,207679,20.0,1609|2107,4839
j5sS0UwLz5LshpZ1ErW/j46jvKPXiULF1fFALYxTZqw=,Erika,Andreas Jonas Sammy| Bogart| Evan Kidd| Ina Christine Wroldsen| Larossi| Josef| Romdhane,212323,3.0,465,14498
JGUU0X3trgQga3bz/VxFgpGoxMC6rvljYgX3DeALTBc=,Fifth Harmony,Tor Hermansen| Mikkel Eriksen| Benjamin Levin| Brian Garcia| Daystar Peterson| Nolan Lambroza| Julia Michaels| Willie Maxwell II| Daniel González| Ewart Brown| Allyson Brooke Hernandez| Clifton Dillon| Dinah Jane Hansen| Richard Foulks| Herbert Harris| K,210599,52.0,465,6546
TohRsxJFaffYNUe0L9xk9nyCfrASd3lwoOdO9oKaof4=,楊培安 (Roger Yang),陳志遠,304796,3.0,465,9854
LucWX2G2oR3uKJBSuDg8lpKA4x/MC5/lCi7nROO2EpU=,吳克群 (Kenji Wu),吳克群,264411,3.0,465,7353
qG9e72ZD61XXBSjy47BqsdjnHwlCDpy1BmKpNUzmu7A=,Zedd,Anton Zaslavski| Matthew Bair,243345,52.0,1609,16677
gFOVszycNwsM/HSwUOpnPiaM7V6RILT6qNA2Wh/Oqgk=,Kehlani,Unknown,202736,52.0,139,13652
O/uTdviBR/eez7O1yCgFv/LjkoMBOG0uu3j3LWPOBqg=,Various Artists,汪蘇瀧,231862,3.0,921|458,8014
GtcNAZoVkwHK4hV2ye68FJ1+MJRZ1EGoraUXsSpY27A=,五月天 (Mayday),怪獸,241789,3.0,465,5786
mN2gMMesRKmPV18ldbWMo6ifebag44FlZQR3kv2dirE=,周杰倫 (Jay Chou),周杰倫,200654,3.0,465,15505
fkSPRVDBmV+uRNGHzO2mWdEJ6vIEs/axcBJ4He374kU=,蔡琴 (Tsai Chin),Unknown,195500,3.0,465,13505
tBABjvEhGeG0EWCKCbHgaezF0KG6BNxTw9udMT9+K+8=,蔡依林 (Jolin Tsai),Chen Xiao Xia,271255,3.0,465,17567
Sp468OMqjn+BriKPzhktI1ITx5GAEmQ6p3TYy3w8hiU=,張韶涵 (Angela Chang),Aitken| Hayley Michelle/Bell| Hayden John/Lundback-Bell| Sarah/Strange Dahl| Sten Iggy Andrew Roachford Arnthor Birgisson,236147,3.0,465,9544
kuVbOwZZ2M3Ias47uGAMQVsJ2OaBMz9P0THa6Kf/VRQ=,Justin Bieber,Justin Bieber| Julia Michaels| Clarence Coffee Jr.| Sarah Hudson| Ian Kirkpatrick| Sonny Moore,244831,52.0,465,15059
gP4t+REbMdgJSVu+IfNMuCeOxLGQO8MD+vsxWLsnqOo=,蔡依林 (Jolin Tsai) & Alesso,倪子岡,227395,3.0,458,13702
IRmKR/tOmra8gRT3dbjuVfDL7AhgE4Rmrxocm8YKVGY=,田亞霍 (Elvis),MP魔幻力量鼓鼓 (GL),222458,3.0,465,6274
cMkY0ic05bEqI1XPJLCyVhcbTbL4X0kzNypxRlavLnA=,Vanic,Jesse Hughes| Kate Tizzard| George Tizzard| Rick Parkhouse| Andy Bullimore,201613,52.0,1609,12442
olrU/q+QJYtdkSJWe/lEDiqXn5zRcjLo/O7hWwEAHNY=,林依晨,金大洲,229146,3.0,465,16236
SxnueAi4XhQxI5NqOZX0bd1gi6JgGbokxQVRHXVzF9Q=,蕭敬騰 (Jam Hsiao),Guo Heng Qi,320888,3.0,465,9588
j0NiJa+Z1DBg9TKhhGafES22LxP7FSy10jHvFqkYcWw=,Various Artists,張簡君偉,227056,3.0,Unknown,14477
U90x2cTzs13hsmzmr0rrspMqZTCyrVQHWLQs9laPwpg=,徐佳瑩 (Lala Hsu),陳大力、陳秀男,252480,3.0,465,9954
scTtsPubbNVu5zlYB+g301YlNWURv0UrKDjJrpTwVuQ=,郭靜 (Claire Kuo),陳韋伶,221831,3.0,465,17380
m7Z4DQfhJ8euKuf2Z4uBMUN3Jjy6Nxre5Gsf58Z1Iss=,溫嵐 (Landy Wen),蕭煌奇,258194,10.0,Unknown,15421
gwBe1GcuhG61B0dz9SyYLZH+teMDtaCKAsX/X8JoAMU=,林俊傑 (JJ Lin),林俊傑,230016,3.0,465,13846
Ma3N8q71Z/78bB5NbSS6PJsNmuX9aUk04ApjjQr3+SY=,田亞霍 (Elvis),Tank、田亞霍,267493,3.0,458,7567
B39UPDqHk0PBxCSQujq4a6tp2JMqm0/rqyntxpfFfXs=,ROY KIM,Kim Sang Woo,228257,31.0,465,4006
1I5p5/xPYBN0aJ+FkFWxDs04gX7PwqtJ9WKwhl8iYyI=,梁靜茹 (Fish Leong),Unknown,284525,3.0,465,1023
lFQDp/z3Oel4rguH3Gfm+ZGee6Q7B/JonK7iBVe/PKM=,Charice,Unknown,218035,52.0,465,15164
+eCWxAzb849FCOZjIBLPBTh8QJXfAn/NQINTEmcH4tg=,羊毛與千葉花,Unknown,271360,17.0,465,207
Ramo6rnDdvTcqwnn9y4zy/o94GPP0k14F4vKkmr9Vtw=,ジブリサウンドトラック,Unknown,193410,17.0,921,9143
mGOO+rSM9CfzMlRfHyijCyA0o+x7HqbsU5chp38WSd0=,Lupe Fiasco,Unknown,240195,52.0,1259,15468
mBY23vveo7xhwjwtyMTvFziCu7nAdHh5Yx0bsHLDv/U=,蕭敬騰 (Jam Hsiao),Unknown,294400,3.0,465,15437
j9iiHTzUvOpHCz7CS0JBTL58t9M8ZgevlPcwQvMkj4U=,浪花兄弟 (The Drifters),周杰倫,236042,3.0,458,14517
bKKSf7VtmURgMT5bCDl1FJE8ToKbXdmRjkHimHszqhw=,周杰倫 (Jay Chou),周杰倫,235763,3.0,458,12111
7N5RE8qpUv1BDyuL0sKtZar3kvAEJ+bDj014mGzPVFI=,Titanium I Am Titanium,Unknown,241859,52.0,921,2835
3uPcsYKVUkmWoZ4cMXfGTllTq9QQcg3u9EABiEu6p0c=,Avicii,Tim Bergling| Alex Ebert,206007,52.0,1609,1802
XkyQMUzo8+3EHTQi00YsCKNl9gGxnrF1LFpPM5cTnJM=,Amamiya Sora(雨宮天),Naohisa Taniguchi,243853,17.0,437,11039
+WcQstrHfBZIc8vyEVooykmaEpOJuJTXSyuVvqnK/Ww=,G.E.M.鄧紫棋,Unknown,250357,3.0,465,169
L1VIilybWjQNZ8JF/w8W973TvDxTzz4cioFG6dbwM4Y=,康晋榮 (Kang Kang),Hong Liang Zhang,337711,3.0,458,7094
HwFMtW+fJiKGuCjM5/boprtPZ+jA+0Fj42BiBJ06Rk0=,TFBOYS,Unknown,225750,3.0,465,6106
7XMCOsZb2tgux9OcdiVxnUmdMTWwJkUUKqYB+nT6n/Y=,辛曉琪 (Winnie Hsin),林冠吟,233534,3.0,458,2883
oDWepL4siiLWSs4t1We/50zTNkSj8zGy2sSy/vk1JZM=,五月天 (Mayday),阿信,211541,3.0,465,16073
f5EMD3zvZrE3NnEgie1xmMAzTQIAoFPEKI2ILqpUYJY=,Sara Bareilles,Unknown,233267,52.0,465,13298
9nwGTkQP03GL6GiJ4CYLz5Vj0qoxzanM6hbkLDQsDYw=,伍思凱 (Sky Wu),Unknown,216572,3.0,465,3608
gVMhK6OJDb/StOHQX3sRYKYizQT8CeGKOt25QCQcAts=,周傳雄 (Steve Chou),Unknown,302184,3.0,465,13725
5RGYfyXMIkr7iXJ6RLuqI6N0ChqMk5AssunGoD5dpPE=,周筆暢 (Bibi Zhou),郭頂,182961,3.0,465,2273
MjlK4Yt+xIl7bP6Uff+9qjeXQ/p8ecYhWRgRVRohWc4=,吳克群 (Kenji Wu),Kenji Wu,244976,3.0,465,7603
5ClUcgw6H35++WqtauVplyyPMyXPYEIH81vCLfDjdjc=,VINAI,Alessandro Vinai| Andrea Vinai,240039,52.0,1609,2210
dHCRpbU0OT72GVAS1DSHQek+RIcgV6oF+2ZnDIYYfBk=,4MINUTE,Brave Brothers,190241,31.0,444,12720
UgS3g8iiI4LZ3/VkCbnSJbhD+o2INQD9fBTJX5TdXSM=,Katy Perry,Katy Perry| Max Martin| Lukasz Gottwald| Bonnie McKee| Henry Walter,224317,52.0,465,10109
7rgWNZni0HIx3E3WN6tuSQgSj87abWl3XgYUqLCzqfw=,BANGTAN BOYS,Jung Kook| Slow Rabbit| Pdogg| Jin| Rap Monster| Suga| J-hope,221611,31.0,444,2989
bgsg0VHqwXL+sMlTdqsUjwxQ153w1/JjhLng521aVm8=,周杰倫 (Jay Chou),周杰倫,238863,3.0,458,12215
27xjVxAz4HFn+928vXFwyoFTDS1T2Vs80yh67x2FPbM=,謝宜君,石國人,240672,10.0,465,1266
YxDuxlRXfwXfZmw1TRWfd59AozS7smTyfGz/ciQ5NjI=,Pitbull,無,229338,52.0,465,11389
o5jbXTmAkf4Csj0opnHC7Krnr74DAaXizdytrCRCjQA=,Jason Chen,Unknown,256719,52.0,465,16036
nb+vOeYRLD67o31PkxLUBjHr5dGx8/SNp3QdNIxMUEw=,林綾 (Iris Lin),林綾IRIS LIN,294347,3.0,458,15868
ut+w/7i4YGrMtdwoT2tGYgJiPTNYVBiEd0OmWi4OJHc=,My Love From the Star,Sung Si Kyeong,242416,31.0,444,18056
fmpNxa7E9UI1abLOMpgk2lC3dRt/xSaECtC4lwLuUSU=,All-4-One,Unknown,259866,52.0,139|125|109,13513
U+EvcSNoj2Emcvlgr5WbnoItN9OcMLvTciygC2zJcwU=,RADWIMPS,Yojiro Noda,185573,17.0,2022,9913
FTrRCfeADOAqg8mVNF7xuwuOtsZu8lK+3pU7Z8iCkB0=,周杰倫 (Jay Chou),周杰倫,85263,3.0,458,5366
d59xp7l13PZ8ottGgj8rF9dXKtZpNvu6Us445EjBfVQ=,動力火車 (Power Station),Unknown,249103,3.0,465,12658
ZGvpAfsOSuLrmZvSxOmXBttEDl7ibYlDT/dYXSinGpE=,Clean Bandit,Unknown,222040,20.0,1609,11500
Hl20JKGut2npPRlS+S1VACgXAOu6ptVKGhsearQ25QY=,ジブリサウンドトラック,久石譲 (Joe Hisaishi),122959,17.0,921,6051
RZdPZVlhs1lfV8hRytplWcpJMEsZoKVHcJLVcDe+k/o=,蘇打綠 (Sodagreen),Qing Feng Wu,255512,3.0,458,9137
N3mFtVUqCOtZQOih3PCfxW3U8PPTvk4zJmZVwwmdWYE=,蛋堡 (Soft Lipa),Unknown,331720,3.0,1259,7718
6EzI9I07CR+6jfF2ySGX8NGbYiE7hglGDrp+ewJbBS0=,Julie Bergan,Unknown,190824,52.0,465,2497
DhjzL7qR6Dpb8zaIg1PTlBX7g49+EiMhYQVQYNB2ewA=,孫淑媚 (May sun),林東霖／何陽,270106,10.0,465,4814
xsJO6vhY3q7f9KR/Iz5RdWqEvyJTX8cy6/k5XR1Av00=,Various Artists,Unknown,264777,31.0,921,18959
4JaGElEWhIH+sr9yUcLAkKQNcxn7QZg/KLRodQWFSeQ=,翁立友,Unknown,228623,10.0,465,1914
Oha7IIqv2dLkHEVgas5eYpYNwDIi01bXvW77LeyYCDg=,5566,Unknown,215719,3.0,465,8223
oWVCwYVSb6kgv/GfoWX3Ku82op+x4o3wQc6sV77qx30=,Avril Lavigne,Unknown,181185,52.0,465,16174
qfLM/eWnA3w/T0nyMc9xu0n6yYa2Dgc5V0XeBXzD38s=,莊心妍,劉子睦,252133,3.0,465,16795
hR4erzqxVFnsQ2Bg4tqTac2bfIOs8cD3wnPXOgJbHto=,Selena Gomez,Antonina Armato| Desmond Child| David Jost| Tim James,209885,52.0,465,13997
ppFNSe0wcOTaX/dB+olMqInMQDg+VpQa/7ROpTHDhMQ=,張杰 (Jason Chang),Unknown,221518,3.0,465,16553
ra/ja7ft9aSz5w4gdTAfePkzpNNQc1/DV68eFS9Jz0c=,熱狗 (MC HotDog),姚中仁,195709,3.0,1259,17040
dDWMLA5jRILsaUm9qnSn69dqJwcsI9xK4OukEzCsqfw=,陶晶瑩 (Matilda Tao),Clare Reynolds| Chad Richardson,264463,3.0,458,12708
2gPRy4JA2uFsiS/4M2byydVn8ExA/dDqddIbiA+Rkxs=,Lisa Ono (小野リサ),Consuelo Velazquez,145821,20.0,2122,1424
/sGKNSrdsTBn2UVVZH+hXslinm8/Ke4vlOx95zNd3Ak=,龍千玉,石國人,258821,10.0,465,581
